Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Label
10.152.152.11-173.194.112.181-47598-443-6,10.152.152.11,47598,173.194.112.181,443,6,24/07/15 16:32,90800968,8,8,2911,1412,1460,0,363.875,633.115976,1343,0,176.5,471.955204,47.6096246,0.17620958,6053397.87,15847682.7,45119643,27,90800633,12971519,21939197.9,45119932,305,90800783,12971540.4,21939201.1,45119978,337,0,0,0,0,160,160,0.08810479,0.08810479,0,1460,340.176471,604.041621,364866.279,0,0,0,5,16,0,0,0,1,361.4375,363.875,176.5,0,0,0,0,6,6884,0,181,0,88,2190,2142,3,20,0,0,0,0,1.44E+15,27680269.9,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-74.125.136.188-50953-5228-6,10.152.152.11,50953,74.125.136.188,5228,6,24/07/15 16:32,89372498,4,4,53,53,53,0,13.25,26.5,53,0,13.25,26.5,1.18604719,0.089513,12767499.7,21689268.5,45055733,26,89372498,29790832.7,25506685.1,45056006,344905,89372199,29790733,25507068.3,45056058,344361,0,0,0,0,80,80,0.0447565,0.0447565,0,53,11.7777778,23.3708032,546.194444,0,0,0,2,8,0,0,0,1,13.25,13.25,13.25,0,0,0,0,0,0,0,6,0,6,2373,1315,1,20,0,0,0,0,1.44E+15,36313842.2,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
74.125.28.189-10.152.152.11-443-44097-6,74.125.28.189,443,10.152.152.11,44097,6,24/07/15 16:33,119996715,16,16,3650,2543,835,0,228.125,292.197393,1460,0,158.9375,390.835084,51.6097462,0.26667397,3870861.77,9133919.77,28552635,12,119996618,7999774.53,11980958.4,28591088,57,119996539,7999769.27,11980291.5,28552647,171,1,0,0,0,320,320,0.13333698,0.13333698,0,1460,202.757576,340.044026,115629.939,0,0,0,15,32,0,0,0,1,209.09375,228.125,158.9375,0,0,0,0,10,4438,0,114,0,79,2640,3346,11,20,0,0,0,0,1.44E+15,45072079.9,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-216.58.216.142-57361-443-6,10.152.152.11,57361,216.58.216.142,443,6,24/07/15 16:33,117105697,319,322,167338,27016,1460,0,524.570533,603.477288,821,0,83.9006211,173.992094,1659.64599,5.47368759,182977.652,603629.845,5061809,2,117105204,368255.358,820713.765,5062046,17,117105179,364813.642,813517.498,5062200,7,0,0,0,0,6380,6440,2.72403485,2.74965273,0,1460,305.006231,496.450496,246463.095,0,0,0,255,641,0,0,0,1,305.482059,524.570533,83.9006211,0,0,0,0,11,4621,0,261,0,42,21142,8323,213,20,0,0,0,0,1.44E+15,34379770.4,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.65.127-34702-19305-6,10.152.152.11,34702,173.194.65.127,19305,6,24/07/15 16:34,119948187,3188,3007,111160,433084,503,0,34.868256,39.2096081,1418,0,144.025274,198.667121,4537.32577,51.6473,19365.2223,20001.5138,120935,20,119948187,37636.7076,28438.5635,139244,105,119898817,39886.4993,26011.7085,161834,85,1,0,0,0,63760,60140,26.5781424,25.0691576,0,1418,87.9191414,151.480547,22946.3562,0,0,0,3589,6195,0,0,0,0,87.9333333,34.868256,144.025274,0,0,0,0,3589,4537,0,17,0,69,5960,5960,1878,20,0,0,0,0,1.44E+15,35120268.2,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
173.194.33.97-10.152.152.11-443-56254-6,173.194.33.97,443,10.152.152.11,56254,6,24/07/15 16:34,115199177,250,235,12750,119065,1460,0,51,110.663026,1460,0,506.659574,585.874679,1144.23561,4.21009952,238014.829,1069619.23,9005094,3,115199177,462647.297,1458698.64,9005411,7,115198731,492302.269,1502703.56,9005437,21,0,0,0,0,5000,4700,2.17015439,2.03994513,0,1460,274.228395,476.086087,226657.962,0,0,0,210,485,0,0,0,0,274.793814,51,506.659574,0,0,0,0,18,4479,0,26,0,245,9520,9520,105,20,0,0,0,0,1.44E+15,35656162.1,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.33.105-34481-443-6,10.152.152.11,34481,173.194.33.105,443,6,24/07/15 16:34,90933873,12,12,3812,340,1460,0,317.666667,561.575921,117,0,28.3333333,43.4873719,45.6595531,0.26392805,3953646.65,12978350.5,45108595,10,90933226,8266656.91,18203153.5,45108880,28,90933510,8266682.73,18203116.4,45109044,10,0,0,0,0,240,240,0.13196403,0.13196403,0,1460,224.48,482.279407,232593.427,0,0,0,8,24,0,0,0,1,233.833333,317.666667,28.3333333,0,0,0,0,10,5403,0,158,0,14,2640,2970,5,20,0,0,0,0,1.44E+15,22724570.6,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.112.181-47598-443-6,10.152.152.11,47598,173.194.112.181,443,6,24/07/15 16:34,90724552,7,8,2911,1060,1460,0,415.857143,665.147961,991,0,132.5,347.725672,43.7698496,0.16533562,6480325.14,16348353.5,45119716,13,90724263,15120710.5,23197579.5,45119982,191,90724228,12960604,21946756.4,45120005,13,0,0,0,0,140,160,0.07715662,0.088179,0,1460,339.4375,585.380101,342669.863,0,0,0,5,15,0,0,0,1,362.066667,415.857143,132.5,0,0,0,0,6,7203,0,194,0,70,2373,2507,3,20,0,0,0,0,1.44E+15,28540053.8,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-74.125.136.188-50953-5228-6,10.152.152.11,50953,74.125.136.188,5228,6,24/07/15 16:34,90112826,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0665832,18022565.2,24677971.5,45056015,202,90112316,45056158,161.220346,45056272,45056044,90112624,45056312,301.227489,45056525,45056099,0,0,0,0,60,60,0.0332916,0.0332916,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2373,1315,0,20,0,0,0,0,1.44E+15,36787906.7,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
74.125.28.189-10.152.152.11-443-44097-6,74.125.28.189,443,10.152.152.11,44097,6,24/07/15 16:35,119982468,21,21,3030,4649,996,0,144.285714,234.292796,1460,0,221.380952,454.727883,64.0010172,0.35005114,2926401.66,8392202.71,28853270,8,119982389,5999119.45,11357186,28853270,8,119982379,5999118.95,11357550.9,28892666,58,1,0,0,0,420,420,0.17502557,0.17502557,0,1460,188.372093,356.945509,127410.096,0,0,0,19,42,0,0,0,1,192.857143,144.285714,221.380952,0,0,0,0,7,2806,0,72,0,110,2640,3346,13,20,0,0,0,0,1.44E+15,47537601.9,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-216.58.216.142-57361-443-6,10.152.152.11,57361,216.58.216.142,443,6,24/07/15 16:35,118699400,319,321,169775,26968,1460,0,532.210031,604.183978,890,0,84.0124611,180.691467,1657.48942,5.39177115,185758.059,703240.962,5760588,4,118699067,373267.506,965230.616,5761112,26,118699138,370934.806,959615.944,5760830,6,0,0,0,0,6380,6420,2.68746093,2.70431022,0,1460,309.209048,499.995356,249995.356,0,0,0,252,640,0,0,0,1,309.692188,532.210031,84.0124611,0,0,0,0,13,4933,0,265,0,42,21142,8323,215,20,0,0,0,0,1.44E+15,34784767.2,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.65.127-34702-19305-6,10.152.152.11,34702,173.194.65.127,19305,6,24/07/15 16:36,119992970,3339,3081,125422,591249,593,0,37.5627433,42.3209498,1460,0,191.901655,223.857337,5972.60823,53.5031344,18693.4055,19089.3559,148971,12,119992970,35947.5644,27458.6156,158263,101,119967620,38950.526,24839.7893,148971,100,1,0,0,0,66780,61620,27.8266302,25.6765042,0,1460,111.705965,175.937939,30954.1584,0,0,0,3824,6420,0,0,0,0,111.723364,37.5627433,191.901655,0,0,0,0,3825,5972,0,19,0,92,5960,5960,1970,20,0,0,0,0,1.44E+15,34714830.3,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
173.194.33.97-10.152.152.11-443-56254-6,173.194.33.97,443,10.152.152.11,56254,6,24/07/15 16:36,116473422,270,253,13518,129328,1460,0,50.0666667,107.17631,1460,0,511.177866,582.271309,1226.42572,4.49029479,223129.161,1015888.84,8086600,5,116473422,432986.699,1385352.6,8086914,5,116473172,462195.127,1428630.9,8086970,27,0,0,0,0,5400,5060,2.31812542,2.17216937,0,1460,275.39313,474.402349,225057.589,0,0,0,226,523,0,0,0,0,275.919694,50.0666667,511.177866,0,0,0,0,17,4387,0,25,0,247,9520,9520,110,20,0,0,0,0,1.44E+15,35549298.5,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.33.105-34481-443-6,10.152.152.11,34481,173.194.33.105,443,6,24/07/15 16:36,91251595,11,11,4132,340,1460,0,375.636364,602.516269,186,0,30.9090909,60.0607268,49.0073626,0.24109168,4345314.05,13536085.8,45061093,10,91251338,9125133.8,18939823.4,45061390,85,91251051,9125105.1,18939723.5,45061424,10,0,0,0,0,220,220,0.12054584,0.12054584,0,1460,257.913043,514.809313,265028.628,0,0,0,7,22,0,0,0,1,269.636364,375.636364,30.9090909,0,0,0,0,9,3943,0,187,0,15,2640,2970,5,20,0,0,0,0,1.44E+15,23814363.8,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.112.181-47598-443-6,10.152.152.11,47598,173.194.112.181,443,6,24/07/15 16:36,90592566,8,8,2911,1044,1460,0,363.875,633.115976,975,0,130.5,342.082697,43.6570038,0.17661493,6039504.4,15831931.8,45055594,14,90592232,12941747.4,21923520.6,45055819,126,90592260,12941751.4,21936616.4,45055928,14,0,0,0,0,160,160,0.08830747,0.08830747,0,1460,318.529412,571.578966,326702.515,0,0,0,5,16,0,0,0,1,338.4375,363.875,130.5,0,0,0,0,6,8134,0,181,0,65,2555,2640,3,20,0,0,0,0,1.44E+15,27640184.1,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-74.125.136.188-50953-5228-6,10.152.152.11,50953,74.125.136.188,5228,6,24/07/15 16:36,90112363,3,3,0,0,0,0,0,0,0,0,0,0,0,0.06658354,18022472.6,24677730.6,45055839,227,90112018,45056009,80.6101731,45056066,45055952,90112136,45056068,591.141269,45056486,45055650,0,0,0,0,60,60,0.03329177,0.03329177,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2373,1315,0,20,0,0,0,0,1.44E+15,36787456.4,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
74.125.28.189-10.152.152.11-443-44097-6,74.125.28.189,443,10.152.152.11,44097,6,24/07/15 16:37,119904605,13,11,3372,1083,1460,0,259.384615,434.429231,657,0,98.4545455,213.830009,37.1545363,0.20015912,5213243.7,10151731.8,26346272,16,119904572,9992047.67,12417945,26383772,16,119904528,11990452.8,12722182.8,26346433,476,0,0,0,0,260,220,0.10841952,0.0917396,0,1460,236.6,429.891459,184806.667,0,0,0,11,24,0,0,0,0,246.458333,259.384615,98.4545455,0,0,0,0,6,3597,0,140,0,45,3346,3346,8,20,0,0,0,0,1.44E+15,47669887.5,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-216.58.216.142-57361-443-6,10.152.152.11,57361,216.58.216.142,443,6,24/07/15 16:37,118199885,324,325,170212,26973,1460,0,525.345679,602.947233,821,0,82.9938462,173.078819,1668.23343,5.49069908,182407.23,778088.388,5968393,4,118199495,365942.709,1074800.87,5968576,19,118199525,364813.349,1070939.35,5968755,4,0,0,0,0,6480,6500,2.74111942,2.74957966,0,1460,305.607692,496.852774,246862.679,0,0,0,256,649,0,0,0,1,306.078582,525.345679,82.9938462,0,0,0,0,14,5118,0,262,0,41,21142,8323,216,20,0,0,0,0,1.44E+15,34008576.5,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.65.127-34702-19305-6,10.152.152.11,34702,173.194.65.127,19305,6,24/07/15 16:38,119987703,3222,3038,111046,499261,171,0,34.4649286,38.4540252,1460,0,164.33871,211.749036,5086.4129,52.172013,19170.4271,20331.1132,145485,9,119987703,37251.693,28889.935,156329,115,119949635,39496.0932,26277.5554,152504,70,1,0,0,0,64440,60760,26.8527517,25.3192613,0,1460,97.4847468,163.484425,26727.1572,0,0,0,3608,6260,0,0,0,0,97.5003195,34.4649286,164.33871,0,0,0,0,3609,5086,0,17,0,79,2640,5960,1877,20,0,0,0,0,1.44E+15,34671824.6,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
173.194.33.97-10.152.152.11-443-56254-6,173.194.33.97,443,10.152.152.11,56254,6,24/07/15 16:38,117714160,264,254,14026,126886,1460,0,53.1287879,113.237891,1460,0,499.551181,582.180713,1197.06924,4.40049014,227686.963,1037924.61,9161267,7,117714160,447582.357,1423820.24,9161494,9,117713368,465270.229,1450984.18,9161653,26,0,0,0,0,5280,5080,2.24272084,2.15776929,0,1460,274.319846,473.894102,224575.62,0,0,0,221,518,0,0,0,0,274.849421,53.1287879,499.551181,0,0,0,0,20,4156,0,27,0,244,9520,9520,107,20,0,0,0,0,1.44E+15,35828425.4,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-74.125.136.138-58519-443-6,10.152.152.11,58519,74.125.136.138,443,6,24/07/15 16:38,91319329,18,18,1967,5439,1349,0,109.277778,314.07414,1460,0,302.166667,473.358495,81.1000265,0.39422103,2609123.69,10599825.3,45087635,9,91319021,5371707.12,14933075.8,45087998,27,91318986,5371705.06,14932980.2,45087943,67,0,0,0,0,372,372,0.19711052,0.19711052,0,1460,200.162162,403.530153,162836.584,0,2,0,13,35,0,0,0,1,205.722222,109.277778,302.166667,0,0,0,0,15,6031,0,54,0,151,14600,1229,7,20,0,0,0,0,1.44E+15,18599497.4,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.112.181-47598-443-6,10.152.152.11,47598,173.194.112.181,443,6,24/07/15 16:38,90541992,8,8,2911,1044,1460,0,363.875,633.115976,975,0,130.5,342.082697,43.6813893,0.17671359,6036132.8,15844612.2,45068244,13,90541551,12934507.3,21947707.7,45068578,79,90541697,12934528.1,21947729.4,45068727,13,0,0,0,0,160,160,0.08835679,0.08835679,0,1460,318.529412,571.578966,326702.515,0,0,0,5,16,0,0,0,1,338.4375,363.875,130.5,0,0,0,0,6,9486,0,181,0,65,2640,2640,3,20,0,0,0,0,1.44E+15,27630648.1,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.33.105-34481-443-6,10.152.152.11,34481,173.194.33.105,443,6,24/07/15 16:38,119156120,19,19,8264,680,1460,0,434.947368,613.295785,271,0,35.7894737,76.0815198,75.0611886,0.31890934,3220435.68,11107471.9,45119135,14,119155773,6619765.17,15409436.8,45119392,114,119155785,6619765.83,15409302.5,45119578,14,0,0,0,0,380,380,0.15945467,0.15945467,0,1460,266.769231,509.112668,259195.709,0,0,0,13,38,0,0,0,1,273.789474,434.947368,35.7894737,0,0,0,0,8,6242,0,217,0,17,2640,2970,11,20,0,0,0,0,1.44E+15,57114513.8,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-74.125.136.188-50953-5228-6,10.152.152.11,50953,74.125.136.188,5228,6,24/07/15 16:39,90112141,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0665837,18022428.2,24677597.2,45055465,297,90111844,45055922,107.480231,45055998,45055846,90111608,45055804,295.570635,45056013,45055595,0,0,0,0,60,60,0.03329185,0.03329185,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2373,1315,0,20,0,0,0,0,1.44E+15,36787341.2,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
74.125.28.189-10.152.152.11-443-44097-6,74.125.28.189,443,10.152.152.11,44097,6,24/07/15 16:39,119916405,24,23,3030,7123,758,0,126.25,202.955607,1460,0,309.695652,506.749215,84.6673147,0.3919397,2606878.37,7807751.01,29114154,12,119916405,5213756.74,10519343.9,29114154,12,119916138,5450733.55,10700709.2,29152776,40,1,0,0,0,480,460,0.20013942,0.19180028,0,1460,220.291667,386.83808,149643.7,0,0,0,21,47,0,0,0,0,224.978723,126.25,309.695652,0,0,0,0,7,5740,0,64,0,151,2640,3346,13,20,0,0,0,0,1.44E+15,49259473.4,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-216.58.216.142-57361-443-6,10.152.152.11,57361,216.58.216.142,443,6,24/07/15 16:39,118582674,323,324,169791,26984,1460,0,525.668731,603.266531,890,0,83.2839506,178.307487,1659.39081,5.45610904,183564.511,566648.25,4725591,4,118582263,368267.898,764961.138,4726103,27,118582402,367128.18,759287.646,4725910,4,0,0,0,0,6460,6480,2.72383805,2.73227099,0,1460,305.91821,497.977363,247981.454,0,0,0,255,647,0,0,0,1,306.391036,525.668731,83.2839506,0,0,0,0,9,4826,0,262,0,41,21142,8323,215,20,0,0,0,0,1.44E+15,35077025.4,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.65.127-34702-19305-6,10.152.152.11,34702,173.194.65.127,19305,6,24/07/15 16:40,119963444,3143,3001,109572,492694,148,0,34.8622335,38.0824148,1460,0,164.176608,221.313172,5020.41272,51.215602,19528.4786,21491.0367,141057,0,119925988,38168.6785,29595.4078,147865,110,119924136,39974.712,27459.9708,153618,23,1,0,0,0,62860,60020,26.199648,25.015954,0,1460,98.0164361,169.812296,28836.216,0,0,0,3541,6144,0,0,0,0,98.0323893,34.8622335,164.176608,0,0,0,0,3546,5021,0,17,0,80,2640,5960,1867,20,0,0,0,0,1.44E+15,34566317.1,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-74.125.136.138-58519-443-6,10.152.152.11,58519,74.125.136.138,443,6,24/07/15 16:40,104754146,4,4,0,154,0,0,0,0,154,0,38.5,77,1.47010888,0.07636929,14964878,21239673.1,45055699,334,104754146,34918048.7,17559460.7,45056033,14642130,104752934,34917644.7,17560194.2,45056156,14640879,0,0,0,0,80,80,0.03818465,0.03818465,0,154,17.1111111,51.3333333,2635.11111,1,0,0,1,8,0,0,0,1,19.25,0,38.5,0,0,0,0,0,0,0,0,0,19,2190,1229,0,20,0,0,0,0,1.44E+15,41566052.3,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
173.194.33.97-10.152.152.11-443-56254-6,173.194.33.97,443,10.152.152.11,56254,6,24/07/15 16:40,118817188,258,250,13598,129397,1460,0,52.7054264,113.386595,1460,0,517.588,584.734885,1203.4875,4.2754757,234353.428,1055202.86,10239305,9,118817188,462323.689,1448489.12,10239586,11,118816675,477175.402,1471640.29,10239611,31,0,0,0,0,5160,5000,2.17140301,2.10407269,0,1460,283.801572,480.458686,230840.549,0,0,0,214,508,0,0,0,0,284.360236,52.7054264,517.588,0,0,0,0,16,3711,0,26,0,254,9520,9520,97,20,0,0,0,0,1.44E+15,35010643.7,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.65.100-36562-443-6,10.152.152.11,36562,173.194.65.100,443,6,24/07/15 16:40,91289593,19,19,1048,5390,357,0,55.1578947,90.6067591,1460,0,283.684211,464.587757,70.5228251,0.41625774,2467286.3,10325317.7,45143675,3,91289106,5071617,14552929,45144077,21,91289116,5071617.56,14552931.8,45144162,24,0,0,0,0,392,392,0.20812887,0.20812887,0,1460,165.076923,346.297057,119921.652,0,2,0,14,37,0,0,0,1,169.421053,55.1578947,283.684211,0,0,0,0,16,5637,0,27,0,141,14600,1114,8,20,0,0,0,0,1.44E+15,18092647.9,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.33.105-34481-443-6,10.152.152.11,34481,173.194.33.105,443,6,24/07/15 16:40,74969927,10,10,4132,340,1460,0,413.2,621.382473,271,0,34,86.0503728,59.650585,0.26677364,3945785.63,11982122.6,45056465,11,74969550,8329950,16791780.7,45056853,62,74969539,8329948.78,16791648.5,45056880,11,0,0,0,0,200,200,0.13338682,0.13338682,0,1460,212.952381,464.126435,215413.348,0,0,0,6,20,0,0,0,1,223.6,413.2,34,0,0,0,0,8,5857,0,206,0,17,2640,2970,6,20,0,0,0,0,1.44E+15,19225533.4,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.112.181-47598-443-6,10.152.152.11,47598,173.194.112.181,443,6,24/07/15 16:40,91065124,8,8,2911,1060,1460,0,363.875,633.115976,991,0,132.5,347.725672,43.606156,0.17569844,6071008.27,15826288.4,45056022,20,91064787,13009255.3,21889338.5,45056267,132,91064746,13009249.4,21889336.5,45056359,20,0,0,0,0,160,160,0.08784922,0.08784922,0,1460,319.470588,572.739482,328030.515,0,0,0,5,16,0,0,0,1,339.4375,363.875,132.5,0,0,0,0,6,4119,0,181,0,66,2640,2640,3,20,0,0,0,0,1.44E+15,27746090.9,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
74.125.28.189-10.152.152.11-443-44097-6,74.125.28.189,443,10.152.152.11,44097,6,24/07/15 16:41,119997186,14,13,2402,2543,758,0,171.571429,235.838835,1460,0,195.615385,427.980634,41.2092997,0.22500528,4615276.38,10305669.4,28887404,16,119997186,9230552.77,13239645.3,28887493,16,119250044,9937503.67,13569816.8,28887481,175,1,0,0,0,280,260,0.1166694,0.10833587,0,1460,179.642857,329.660568,108676.09,0,0,0,13,27,0,0,0,0,186.296296,171.571429,195.615385,0,0,0,0,7,5009,0,88,0,94,2640,3346,9,20,0,0,0,0,1.44E+15,49739552.1,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.65.100-36563-443-6,10.152.152.11,36563,173.194.65.100,443,6,24/07/15 16:41,91338386,20,20,3116,5266,1460,0,155.8,345.696033,1460,0,263.3,455.020196,91.7686459,0.43793198,2342009.9,10061081.3,45111671,2,91338117,4807269.32,14191028.1,45111976,40,91338036,4807265.05,14184241.5,45111940,11,0,0,0,0,412,412,0.21896599,0.21896599,0,1460,204.439024,398.836937,159070.902,0,2,0,14,39,0,0,0,1,209.55,155.8,263.3,0,0,0,0,17,7071,0,77,0,131,14600,1594,9,20,0,0,0,0,1.44E+15,17647635.9,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-74.125.136.188-50953-5228-6,10.152.152.11,50953,74.125.136.188,5228,6,24/07/15 16:41,90112377,3,3,0,0,0,0,0,0,0,0,0,0,0,0.06658353,18022475.4,24677739,45055676,353,90111933,45055966.5,88.3883476,45056029,45055904,90111965,45055982.5,194.454365,45056120,45055845,0,0,0,0,60,60,0.03329176,0.03329176,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2373,1315,0,20,0,0,0,0,1.44E+15,36787586.2,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-216.58.216.142-57361-443-6,10.152.152.11,57361,216.58.216.142,443,6,24/07/15 16:41,119005121,310,318,167269,26212,1460,0,539.577419,605.615645,821,0,82.427673,178.011819,1625.82079,5.27708383,189800.831,750248.722,6788369,4,119004714,385128.524,1036868.96,6788585,17,119004816,375409.514,1022644.66,6788615,4,0,0,0,0,6200,6360,2.60492992,2.67215392,0,1460,309.922099,500.807363,250808.015,0,0,0,250,628,0,0,0,1,310.415605,539.577419,82.427673,0,0,0,0,12,5092,0,266,0,41,21142,8323,212,20,0,0,0,0,1.44E+15,34879450.6,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.65.127-34702-19305-6,10.152.152.11,34702,173.194.65.127,19305,6,24/07/15 16:42,119996015,3301,3085,142262,452991,574,0,43.0966374,45.0568468,1206,0,146.836629,199.542024,4960.6064,53.218434,18793.4244,19724.5949,120789,8,119958861,36351.17,27820.4417,157316,81,119961731,38898.097,25890.0456,155792,101,1,0,0,0,66020,61700,27.5092469,25.7091871,0,1206,93.2874589,151.662701,23001.5747,0,0,0,3826,6386,0,0,0,0,93.302067,43.0966374,146.836629,0,0,0,0,3826,4962,0,22,0,70,5960,5960,2094,20,0,0,0,0,1.44E+15,34777693.1,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
173.194.33.97-10.152.152.11-443-56254-6,173.194.33.97,443,10.152.152.11,56254,6,24/07/15 16:42,119497033,265,250,14296,128234,1460,0,53.9471698,114.798758,1460,0,512.936,580.501525,1192.74928,4.30973043,232484.5,1038941.66,10213404,2,119497033,452640.277,1417626.32,10213917,6,119496614,479906.08,1456449.64,10213613,41,0,0,0,0,5300,5000,2.21762828,2.09210215,0,1460,279.050388,474.363984,225021.19,0,0,0,222,515,0,0,0,0,279.592233,53.9471698,512.936,0,0,0,0,15,4169,0,27,0,248,9520,9520,104,20,0,0,0,0,1.44E+15,35517395.5,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.65.100-36562-443-6,10.152.152.11,36562,173.194.65.100,443,6,24/07/15 16:42,104902439,4,4,0,154,0,0,0,0,154,0,38.5,77,1.46803069,0.07626133,14986062.7,21239265.6,45055716,169,104902439,34967479.7,17473836.7,45056101,14790431,104901228,34967076,17474348.8,45056457,14789436,0,0,0,0,80,80,0.03813067,0.03813067,0,154,17.1111111,51.3333333,2635.11111,1,0,0,1,8,0,0,0,1,19.25,0,38.5,0,0,0,0,0,0,0,0,0,19,2257,1114,0,20,0,0,0,0,1.44E+15,41608513.8,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
